[NotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.07ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%204/Untitled.ipynb?kernel_name=python3
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.05ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%204/Untitled.ipynb?kernel_name=python3
[NotebookApp | INFO] Kernel started: dd445780-fd73-438f-902e-2c04d6a46c2b
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel dd445780-fd73-438f-902e-2c04d6a46c2b) to 5.3 (client).
[NotebookApp | INFO] Saving file at /Week 4/Untitled.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Basic Statistical Testing.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Basic Statistical Testing.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Basic Statistical Testing.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.31ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.60ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | INFO] Creating new directory in /Week 4
[NotebookApp | INFO] Copying resources/week-4/datasets/grades.csv to /resources/week-4/datasets
[NotebookApp | WARNING] 500 PATCH /api/contents/resources/week-4/datasets/grades-Copy1.csv (1.178.250.47): Unknown error renaming file: resources/week-4/datasets/grades-Copy1.csv [Errno 2] No such file or directory: '/home/jovyan/work/Week 4/datasets/grades-Copy1.csv'
[NotebookApp | WARNING] Unknown error renaming file: resources/week-4/datasets/grades-Copy1.csv [Errno 2] No such file or directory: '/home/jovyan/work/Week 4/datasets/grades-Copy1.csv'
[NotebookApp | ERROR] {
      "X-Forwarded-For": "1.178.250.47",
      "X-Forwarded-Proto": "https",
      "X-Forwarded-Port": "443",
      "Host": "dpkjiaol.labs.coursera.org",
      "X-Amzn-Trace-Id": "Root=1-6368d6a8-0f8076985bf91f960dc044b9",
      "User-Agent": "Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:106.0) Gecko/20100101 Firefox/106.0",
      "Accept": "application/json, text/javascript, */*;q=0.01",
      "Accept-Language": "es-ES, es;q=0.8, en-US;q=0.5, en;q=0.3",
      "Accept-Encoding": "gzip, deflate, br",
      "X-Xsrftoken": "2|8c2c3e64|2bc28409aa61eba3c8d20afca4615faa|1666083385",
      "X-Requested-With": "XMLHttpRequest",
      "Origin": "https://dpkjiaol.labs.coursera.org",
      "Referer": "https://dpkjiaol.labs.coursera.org/tree/resources/week-4/datasets",
      "Sec-Fetch-Dest": "empty",
      "Sec-Fetch-Mode": "cors",
      "Sec-Fetch-Site": "same-origin",
      "Cookie": "CSRF3-Token=1668349944.piKe9qjsSKUU1zYi; __204u=4137562096-1666035347245; __204r=https%3A%2F%2Fmail.google.com%2F; _xsrf=2|8c2c3e64|2bc28409aa61eba3c8d20afca4615faa|1666083385; profileconsent=eyI0NjAyMjQ3OCI6eyJjY3BhUmVxdWlyZWQiOmZhbHNlLCJnZHByUmVxdWlyZWQiOmZhbHNlfX0=; COURSERA_SUBMISSION_TOKEN=P0LfZrDykZAMG3MwtlN1; __400v=ed89be32-900d-45b2-a6db-ff5ae272b9a7; __400vt=1667815059240; dpkjiaol-wkspc-iframe=true",
      "Content-Type": "application/json",
      "Content-Length": "44"
    }
[NotebookApp | ERROR] 500 PATCH /api/contents/resources/week-4/datasets/grades-Copy1.csv (1.178.250.47) 6.34ms referer=https://dpkjiaol.labs.coursera.org/tree/resources/week-4/datasets
[NotebookApp | INFO] Saving file at /Week 4/Basic Statistical Testing.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Basic Statistical Testing.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Basic Statistical Testing.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Basic Statistical Testing.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Basic Statistical Testing.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Basic Statistical Testing.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Basic Statistical Testing.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Basic Statistical Testing.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Basic Statistical Testing.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Basic Statistical Testing.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Basic Statistical Testing.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Basic Statistical Testing.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Basic Statistical Testing.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Basic Statistical Testing.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Basic Statistical Testing.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Basic Statistical Testing.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Basic Statistical Testing.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Basic Statistical Testing.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Basic Statistical Testing.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Basic Statistical Testing.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Basic Statistical Testing.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Basic Statistical Testing.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Basic Statistical Testing.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Basic Statistical Testing.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Basic Statistical Testing.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Basic Statistical Testing.ipynb
[NotebookApp | INFO] Starting buffering for dd445780-fd73-438f-902e-2c04d6a46c2b:26006b1205574ef7aa450d1f9d582c3d
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.07ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | CRITICAL] received signal 15, stopping
[NotebookApp | INFO] Shutting down 2 kernels
[NotebookApp | INFO] Kernel shutdown: ab0058f6-cfc4-4f8a-85a4-5e6527e33cb9
[NotebookApp | INFO] Kernel shutdown: dd445780-fd73-438f-902e-2c04d6a46c2b
[NotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[NotebookApp | INFO] Loading the validate_assignment nbgrader serverextension
[NotebookApp | INFO] Serving notebooks from local directory: /home/jovyan/work
[NotebookApp | INFO] The Jupyter Notebook is running at:
[NotebookApp | INFO] http://19cedcd11b9b:8888/
[NotebookApp | INFO] Use Control-C to stop this server and shut down all kernels (twice to skip confirmation).
[NotebookApp | INFO] 302 GET / (10.0.0.101) 0.57ms
[NotebookApp | ERROR] Could not open static file ''
[NotebookApp | INFO] 302 GET / (10.0.0.103) 0.47ms
[NotebookApp | INFO] 302 GET / (1.178.250.47) 0.54ms
[NotebookApp | INFO] 302 GET / (10.0.0.24) 0.51ms
[NotebookApp | INFO] 302 GET / (10.0.0.98) 0.52ms
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 8.09ms referer=https://dpkjiaol.labs.coursera.org/tree?
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.27ms referer=https://dpkjiaol.labs.coursera.org/tree?
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.40ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.67ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | INFO] Creating new notebook in /Week 4
[NotebookApp | INFO] Writing notebook-signing key to /home/jovyan/.local/share/jupyter/notebook_secret
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 0.94ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%204/Untitled.ipynb?kernel_name=python3
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.25ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%204/Untitled.ipynb?kernel_name=python3
[NotebookApp | INFO] Kernel started: 60ee9310-c6cd-4b8d-81f0-7bfa88ec1537
[NotebookApp | INFO] Saving file at /Week 4/Untitled.ipynb
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel 60ee9310-c6cd-4b8d-81f0-7bfa88ec1537) to 5.3 (client).
[NotebookApp | INFO] Saving file at /Week 4/Other Forms of Structured Data.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Other Forms of Structured Data.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Other Forms of Structured Data.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Other Forms of Structured Data.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Other Forms of Structured Data.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Other Forms of Structured Data.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Other Forms of Structured Data.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Other Forms of Structured Data.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Other Forms of Structured Data.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Other Forms of Structured Data.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Other Forms of Structured Data.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Other Forms of Structured Data.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Other Forms of Structured Data.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Other Forms of Structured Data.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Other Forms of Structured Data.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.30ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.30ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | INFO] Creating new file in /Week 4/datasets
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.48ms referer=https://dpkjiaol.labs.coursera.org/edit/Week%204/datasets/untitled.txt
[NotebookApp | INFO] Saving file at /Week 4/datasets/facebook-combined
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.26ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.33ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | INFO] Saving file at /Week 4/Other Forms of Structured Data.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Other Forms of Structured Data.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Other Forms of Structured Data.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Other Forms of Structured Data.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Other Forms of Structured Data.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Other Forms of Structured Data.ipynb
[NotebookApp | INFO] Starting buffering for 60ee9310-c6cd-4b8d-81f0-7bfa88ec1537:15f7061b74ac41cbbfb0e32b6515f8c4
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel 60ee9310-c6cd-4b8d-81f0-7bfa88ec1537) to 5.3 (client).
[NotebookApp | INFO] Restoring connection for 60ee9310-c6cd-4b8d-81f0-7bfa88ec1537:15f7061b74ac41cbbfb0e32b6515f8c4
[NotebookApp | CRITICAL] received signal 15, stopping
[NotebookApp | INFO] Shutting down 1 kernel
[NotebookApp | INFO] Kernel shutdown: 60ee9310-c6cd-4b8d-81f0-7bfa88ec1537
[NotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[NotebookApp | INFO] Loading the validate_assignment nbgrader serverextension
[NotebookApp | INFO] Serving notebooks from local directory: /home/jovyan/work
[NotebookApp | INFO] The Jupyter Notebook is running at:
[NotebookApp | INFO] http://00a1496565ee:8888/
[NotebookApp | INFO] Use Control-C to stop this server and shut down all kernels (twice to skip confirmation).
[NotebookApp | INFO] 302 GET / (10.0.0.40) 0.59ms
[NotebookApp | ERROR] Could not open static file ''
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 5.28ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%204/Other%20Forms%20of%20Structured%20Data.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 0.98ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%204/Other%20Forms%20of%20Structured%20Data.ipynb
[NotebookApp | INFO] Writing notebook-signing key to /home/jovyan/.local/share/jupyter/notebook_secret
[NotebookApp | WARNING] Notebook Week 4/Other Forms of Structured Data.ipynb is not trusted
[NotebookApp | INFO] Kernel started: 7f1ee316-34c4-4228-9831-f68d5fd91f95
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel 7f1ee316-34c4-4228-9831-f68d5fd91f95) to 5.3 (client).
[NotebookApp | INFO] Saving file at /Week 4/Other Forms of Structured Data.ipynb
[NotebookApp | WARNING] Notebook Week 4/Other Forms of Structured Data.ipynb is not trusted
[NotebookApp | INFO] Starting buffering for 7f1ee316-34c4-4228-9831-f68d5fd91f95:acb81b6431cf434089c1a6565b143d96
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.03ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | INFO] Creating new notebook in /Week 4
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.06ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%204/Untitled.ipynb?kernel_name=python3
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 0.88ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%204/Untitled.ipynb?kernel_name=python3
[NotebookApp | INFO] Kernel started: e20cb986-3a69-4808-bb1a-8f829ccd7c2f
[NotebookApp | INFO] Saving file at /Week 4/Untitled.ipynb
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel e20cb986-3a69-4808-bb1a-8f829ccd7c2f) to 5.3 (client).
[NotebookApp | INFO] Saving file at /Week 4/Week 4 Quiz.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Week 4 Quiz.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.04ms referer=https://dpkjiaol.labs.coursera.org/tree/Week%204/datasets
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 0.94ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | INFO] Saving file at /Week 4/Week 4 Quiz.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.09ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%201/Week%201%20lectures/Manipulating%20Text%20with%20Regular%20Expressions%20(Regexes).ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 0.99ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%201/Week%201%20lectures/Manipulating%20Text%20with%20Regular%20Expressions%20(Regexes).ipynb
[NotebookApp | WARNING] Notebook Week 1/Week 1 lectures/Manipulating Text with Regular Expressions (Regexes).ipynb is not trusted
[NotebookApp | INFO] Kernel started: 7ec170e0-6db4-4723-93a7-028bf3b72fe0
[NotebookApp | INFO] Saving file at /Week 1/Week 1 lectures/Manipulating Text with Regular Expressions (Regexes).ipynb
[NotebookApp | WARNING] Notebook Week 1/Week 1 lectures/Manipulating Text with Regular Expressions (Regexes).ipynb is not trusted
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel 7ec170e0-6db4-4723-93a7-028bf3b72fe0) to 5.3 (client).
[NotebookApp | INFO] Starting buffering for 7ec170e0-6db4-4723-93a7-028bf3b72fe0:82ca500d298146a6b5e96d08aa938dfc
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.24ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 0.97ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.18ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%202/Week%202%20Lectures/Introduction%20to%20Pandas%20and%20Series%20Data.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.19ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%202/Week%202%20Lectures/Introduction%20to%20Pandas%20and%20Series%20Data.ipynb
[NotebookApp | WARNING] Notebook Week 2/Week 2 Lectures/Introduction to Pandas and Series Data.ipynb is not trusted
[NotebookApp | INFO] Kernel started: 22270239-965a-40cf-8a84-ffd44039eb44
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Introduction to Pandas and Series Data.ipynb
[NotebookApp | WARNING] Notebook Week 2/Week 2 Lectures/Introduction to Pandas and Series Data.ipynb is not trusted
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel 22270239-965a-40cf-8a84-ffd44039eb44) to 5.3 (client).
[NotebookApp | INFO] Starting buffering for 22270239-965a-40cf-8a84-ffd44039eb44:86ac098be988425ca1bd24bf5609dd50
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.02ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.01ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%202/Week%202%20Lectures/More%20on%20DataFrames%20functions.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 0.92ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%202/Week%202%20Lectures/More%20on%20DataFrames%20functions.ipynb
[NotebookApp | WARNING] Notebook Week 2/Week 2 Lectures/More on DataFrames functions.ipynb is not trusted
[NotebookApp | INFO] Kernel started: 9a0aad7c-366b-4427-aa2f-9fdc7be93ef6
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/More on DataFrames functions.ipynb
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel 9a0aad7c-366b-4427-aa2f-9fdc7be93ef6) to 5.3 (client).
[NotebookApp | INFO] Starting buffering for 9a0aad7c-366b-4427-aa2f-9fdc7be93ef6:bfc18163956b457c839d45bb8f840d8e
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.00ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | INFO] Saving file at /Week 4/Week 4 Quiz.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Week 4 Quiz.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Week 4 Quiz.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.03ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%202/Week%202%20Lectures/Indexing%20DataFrames.ipynb
[NotebookApp | WARNING] Notebook Week 2/Week 2 Lectures/Indexing DataFrames.ipynb is not trusted
[NotebookApp | INFO] Kernel started: 4fc7c60c-a6bf-4f3b-85ee-78730bcdf125
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/Indexing DataFrames.ipynb
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel 4fc7c60c-a6bf-4f3b-85ee-78730bcdf125) to 5.3 (client).
[NotebookApp | INFO] Starting buffering for 4fc7c60c-a6bf-4f3b-85ee-78730bcdf125:d2afeef7a9a14cf992f07cf64c9e9931
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.08ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%202/Week%202%20Lectures/DataFrame%20Data%20Structure.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.07ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%202/Week%202%20Lectures/DataFrame%20Data%20Structure.ipynb
[NotebookApp | WARNING] Notebook Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb is not trusted
[NotebookApp | INFO] Kernel started: 64688df4-72c5-4176-a0a4-637bf0a60049
[NotebookApp | INFO] Saving file at /Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb
[NotebookApp | WARNING] Notebook Week 2/Week 2 Lectures/DataFrame Data Structure.ipynb is not trusted
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel 64688df4-72c5-4176-a0a4-637bf0a60049) to 5.3 (client).
[NotebookApp | INFO] Saving file at /Week 4/Week 4 Quiz.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Week 4 Quiz.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Week 4 Quiz.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Week 4 Quiz.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Week 4 Quiz.ipynb
[NotebookApp | INFO] Saving file at /Week 4/Week 4 Quiz.ipynb
[NotebookApp | INFO] Starting buffering for e20cb986-3a69-4808-bb1a-8f829ccd7c2f:bb2fc76499bb440f87dba06a0e647b98
[NotebookApp | INFO] Starting buffering for 64688df4-72c5-4176-a0a4-637bf0a60049:fb58d7d958a8468a8a6302780f8efbf1
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.16ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.10ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%203/Pivot%20Table.ipynb
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.02ms referer=https://dpkjiaol.labs.coursera.org/notebooks/Week%203/Pivot%20Table.ipynb
[NotebookApp | WARNING] Notebook Week 3/Pivot Table.ipynb is not trusted
[NotebookApp | INFO] Kernel started: f72caa1f-9485-42cd-97d3-86902fd8533f
[NotebookApp | INFO] Saving file at /Week 3/Pivot Table.ipynb
[NotebookApp | WARNING] Notebook Week 3/Pivot Table.ipynb is not trusted
[NotebookApp | INFO] Adapting from protocol version 5.1 (kernel f72caa1f-9485-42cd-97d3-86902fd8533f) to 5.3 (client).
[NotebookApp | INFO] 302 GET / (10.0.0.30) 0.55ms
[NotebookApp | INFO] 302 GET / (10.0.0.103) 0.49ms
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.05ms referer=https://dpkjiaol.labs.coursera.org/tree
[NotebookApp | WARNING] 404 GET /static/components/react/react-dom.production.min.js (1.178.250.47) 1.23ms referer=https://dpkjiaol.labs.coursera.org/tree
